grammar,op,k,trial,p,e,strategy,answer,landed,overshoot,lost,cascade
c-like conventional with strings and line comments,insert,16,45,97730,97730,skip-one,97731,0,-15,0,11
c-like conventional with strings and line comments,insert,16,45,97730,97730,newline,97787,1,41,13,1
c-like conventional with strings and line comments,insert,16,45,97730,97730,semicolon,97807,1,61,21,1
c-like conventional with strings and line comments,insert,16,46,68687,68690,certified,68717,1,10,4,1
c-like conventional with strings and line comments,insert,16,46,68687,68690,skip-one,68691,0,-16,0,8
c-like conventional with strings and line comments,insert,16,46,68687,68690,newline,68717,1,10,4,1
c-like conventional with strings and line comments,insert,16,46,68687,68690,semicolon,68736,1,29,10,1
c-like conventional with strings and line comments,insert,16,47,32942,32943,certified,32975,1,17,5,1
c-like conventional with strings and line comments,insert,16,47,32942,32943,skip-one,32944,0,-14,0,10
c-like conventional with strings and line comments,insert,16,47,32942,32943,newline,32975,1,17,5,1
c-like conventional with strings and line comments,insert,16,47,32942,32943,semicolon,33174,1,216,67,1
c-like conventional with strings and line comments,insert,16,48,55624,55626,certified,55650,1,9,4,1
c-like conventional with strings and line comments,insert,16,48,55624,55626,skip-one,55627,0,-14,0,11
c-like conventional with strings and line comments,insert,16,48,55624,55626,newline,55650,1,9,4,1
c-like conventional with strings and line comments,insert,16,48,55624,55626,semicolon,55686,1,45,12,1
c-like conventional with strings and line comments,insert,16,49,131311,131311,certified,131338,1,9,4,1
c-like conventional with strings and line comments,insert,16,49,131311,131311,skip-one,131312,0,-17,0,13
c-like conventional with strings and line comments,insert,16,49,131311,131311,newline,131338,1,9,4,1
c-like conventional with strings and line comments,insert,16,49,131311,131311,semicolon,131330,1,1,1,1
c-like conventional with strings and line comments,insert,16,50,112127,112127,certified,112139,0,-7,0,2
c-like conventional with strings and line comments,insert,16,50,112127,112127,skip-one,112128,0,-18,0,14
c-like conventional with strings and line comments,insert,16,50,112127,112127,newline,112140,0,-6,0,2
c-like conventional with strings and line comments,insert,16,50,112127,112127,semicolon,112221,1,75,23,1
c-like conventional with strings and line comments,insert,16,51,231038,231038,certified,231074,1,19,6,1
c-like conventional with strings and line comments,insert,16,51,231038,231038,skip-one,231039,0,-16,0,12
c-like conventional with strings and line comments,insert,16,51,231038,231038,newline,231075,1,20,7,1
c-like conventional with strings and line comments,insert,16,51,231038,231038,semicolon,231097,1,42,17,1
c-like conventional with strings and line comments,insert,16,52,133397,133399,certified,133450,1,35,11,1
c-like conventional with strings and line comments,insert,16,52,133397,133399,skip-one,133400,0,-15,0,7
c-like conventional with strings and line comments,insert,16,52,133397,133399,newline,133451,1,36,12,1
c-like conventional with strings and line comments,insert,16,52,133397,133399,semicolon,133406,0,-9,0,2
c-like conventional with strings and line comments,insert,16,53,131707,131707,certified,131735,1,12,4,1
c-like conventional with strings and line comments,insert,16,53,131707,131707,skip-one,131708,0,-15,0,11
c-like conventional with strings and line comments,insert,16,53,131707,131707,newline,131735,1,12,4,1
c-like conventional with strings and line comments,insert,16,53,131707,131707,semicolon,131966,1,243,72,1
c-like conventional with strings and line comments,insert,16,54,115688,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,55,32468,32468,certified,32496,1,11,5,1
c-like conventional with strings and line comments,insert,16,55,32468,32468,skip-one,32469,0,-16,0,13
c-like conventional with strings and line comments,insert,16,55,32468,32468,newline,32496,1,11,5,1
c-like conventional with strings and line comments,insert,16,55,32468,32468,semicolon,32553,1,68,23,1
c-like conventional with strings and line comments,insert,16,56,29674,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,57,163910,163910,certified,163959,1,31,8,1
c-like conventional with strings and line comments,insert,16,57,163910,163910,skip-one,163911,0,-17,0,14
c-like conventional with strings and line comments,insert,16,57,163910,163910,newline,163960,1,32,9,1
c-like conventional with strings and line comments,insert,16,57,163910,163910,semicolon,163985,1,57,19,1
c-like conventional with strings and line comments,insert,16,58,231654,231658,certified,231714,1,44,13,1
c-like conventional with strings and line comments,insert,16,58,231654,231658,skip-one,231659,0,-11,0,8
c-like conventional with strings and line comments,insert,16,58,231654,231658,newline,231714,1,44,13,1
c-like conventional with strings and line comments,insert,16,58,231654,231658,semicolon,231676,1,6,2,1
c-like conventional with strings and line comments,insert,16,59,37993,37994,certified,37996,0,-16,0,2
c-like conventional with strings and line comments,insert,16,59,37993,37994,skip-one,37995,0,-17,0,8
c-like conventional with strings and line comments,insert,16,59,37993,37994,newline,37997,0,-15,0,2
c-like conventional with strings and line comments,insert,16,59,37993,37994,semicolon,38021,1,9,3,1
c-like conventional with strings and line comments,insert,16,60,66186,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,61,186089,186091,certified,186129,1,24,5,1
c-like conventional with strings and line comments,insert,16,61,186089,186091,skip-one,186092,0,-13,0,8
c-like conventional with strings and line comments,insert,16,61,186089,186091,newline,186129,1,24,5,1
c-like conventional with strings and line comments,insert,16,61,186089,186091,semicolon,186157,1,52,11,1
c-like conventional with strings and line comments,insert,16,62,38599,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,63,229294,229294,certified,229352,1,40,13,1
c-like conventional with strings and line comments,insert,16,63,229294,229294,skip-one,229295,0,-17,0,8
c-like conventional with strings and line comments,insert,16,63,229294,229294,newline,229352,1,40,13,1
c-like conventional with strings and line comments,insert,16,63,229294,229294,semicolon,229411,1,99,29,1
c-like conventional with strings and line comments,insert,16,64,55038,55052,certified,55071,1,16,5,1
c-like conventional with strings and line comments,insert,16,64,55038,55052,skip-one,55053,0,-2,0,2
c-like conventional with strings and line comments,insert,16,64,55038,55052,newline,55071,1,16,5,1
c-like conventional with strings and line comments,insert,16,64,55038,55052,semicolon,55183,1,128,43,1
c-like conventional with strings and line comments,insert,16,65,112830,112831,certified,112879,1,31,9,1
c-like conventional with strings and line comments,insert,16,65,112830,112831,skip-one,112832,0,-16,0,10
c-like conventional with strings and line comments,insert,16,65,112830,112831,newline,112880,1,32,10,1
c-like conventional with strings and line comments,insert,16,65,112830,112831,semicolon,112849,1,1,1,1
c-like conventional with strings and line comments,insert,16,66,60343,60343,certified,60367,1,8,2,1
c-like conventional with strings and line comments,insert,16,66,60343,60343,skip-one,60344,0,-15,0,13
c-like conventional with strings and line comments,insert,16,66,60343,60343,newline,60367,1,8,2,1
c-like conventional with strings and line comments,insert,16,66,60343,60343,semicolon,60404,1,45,12,1
c-like conventional with strings and line comments,insert,16,67,244888,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,68,161570,161572,certified,161601,1,14,4,1
c-like conventional with strings and line comments,insert,16,68,161570,161572,skip-one,161573,0,-14,0,9
c-like conventional with strings and line comments,insert,16,68,161570,161572,newline,161601,1,14,4,1
c-like conventional with strings and line comments,insert,16,68,161570,161572,semicolon,161660,1,73,20,1
c-like conventional with strings and line comments,insert,16,69,181028,181029,certified,181034,0,-14,0,2
c-like conventional with strings and line comments,insert,16,69,181028,181029,skip-one,181030,0,-18,0,11
c-like conventional with strings and line comments,insert,16,69,181028,181029,newline,181035,0,-13,0,2
c-like conventional with strings and line comments,insert,16,69,181028,181029,semicolon,181049,1,1,1,1
c-like conventional with strings and line comments,insert,16,70,21994,21994,certified,22026,1,15,3,1
c-like conventional with strings and line comments,insert,16,70,21994,21994,skip-one,21995,0,-16,0,10
c-like conventional with strings and line comments,insert,16,70,21994,21994,newline,22027,1,16,4,1
c-like conventional with strings and line comments,insert,16,70,21994,21994,semicolon,22049,1,38,14,1
c-like conventional with strings and line comments,insert,16,71,203031,203031,certified,203035,0,-12,0,2
c-like conventional with strings and line comments,insert,16,71,203031,203031,skip-one,203032,0,-15,0,10
c-like conventional with strings and line comments,insert,16,71,203031,203031,newline,203036,0,-11,0,2
c-like conventional with strings and line comments,insert,16,71,203031,203031,semicolon,203061,1,14,5,1
c-like conventional with strings and line comments,insert,16,72,19669,19670,certified,19723,1,38,11,1
c-like conventional with strings and line comments,insert,16,72,19669,19670,skip-one,19671,0,-14,0,10
c-like conventional with strings and line comments,insert,16,72,19669,19670,newline,19724,1,39,12,1
c-like conventional with strings and line comments,insert,16,72,19669,19670,semicolon,19679,0,-6,0,2
c-like conventional with strings and line comments,insert,16,73,64486,64486,certified,64502,0,-1,0,1
c-like conventional with strings and line comments,insert,16,73,64486,64486,skip-one,64487,0,-16,0,8
c-like conventional with strings and line comments,insert,16,73,64486,64486,newline,64503,1,0,0,1
c-like conventional with strings and line comments,insert,16,73,64486,64486,semicolon,64572,1,69,22,1
c-like conventional with strings and line comments,insert,16,74,42253,,absorbed,,,,,
c-like conventional with strings and line comments,insert,16,75,208346,208346,certified,208367,1,3,1,1
c-like conventional with strings and line comments,insert,16,75,208346,208346,skip-one,208347,0,-17,0,13
c-like conventional with strings and line comments,insert,16,75,208346,208346,newline,208367,1,3,1,1
c-like conventional with strings and line comments,insert,16,75,208346,208346,semicolon,208540,1,176,47,1
c-like conventional with strings and line comments,insert,16,76,121726,121727,certified,121792,1,50,14,1
c-like conventional with strings and line comments,insert,16,76,121726,121727,skip-one,121728,0,-14,0,12
c-like conventional with strings and line comments,insert,16,76,121726,121727,newline,121792,1,50,14,1
c-like conventional with strings and line comments,insert,16,76,121726,121727,semicolon,121835,1,93,28,1
c-like conventional with strings and line comments,insert,16,77,115429,115429,certified,115449,1,3,1,1
c-like conventional with strings and line comments,insert,16,77,115429,115429,skip-one,115430,0,-16,0,11
c-like conventional with strings and line comments,insert,16,77,115429,115429,newline,115449,1,3,1,1
